1.07E+00
5.13E-01
7.07E-01
1.73E+00
8.88E-01
8.23E-01
1.35E+00
9.64E-01
9.08E-01
4.59E-01
1.04E+00
1.19E+00
1.90E+00
6.77E-01
8.48E-01
5.52E+00
5.98E+00
7.54E-01
1.86E-01
2.09E+00
1.35E+00
3.62E+00
2.72E+00
6.65E-01
6.33E-01
2.13E+00
1.13E+00
8.06E-02
7.91E-01
4.58E-01
6.83E-01
4.81E-01
1.69E+00
6.93E-01
1.60E-01
1.42E+00
6.39E-02
1.71E+00
5.61E-01
1.65E+00
4.89E-01
1.05E-01
2.51E+00
3.54E+00
1.62E+00
1.11E-01
2.34E+00
5.30E-02
5.99E-01
6.65E-01
2.83E+00
1.03E+00
6.40E+00
1.39E+00
1.98E+00
1.42E+00
7.85E-01
1.51E+00
5.26E-03
1.04E+00
1.12E+00
5.73E+00
5.41E-01
9.93E-01
9.74E-01
1.64E-01
9.99E-01
5.16E-01
5.22E-01
3.28E-01
2.04E-01
4.47E-01
1.323096017
